service,tick_ms,pps,ci,active_cells,power_ratio,ci_delta,storage,feed_fraction,power_state,auto_active
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07196112218359,0
economy,0.042,0.4411928564837,0,0,0,0,15.9570628996763,1,0,0
environment,0.02,0,0,0,0,0,0,1.05280320180623,1.07200107654175,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07200107654175,0
economy,0.037,0.44120930071572,0,0,0,0,16.0011838297479,1,0,0
environment,0.019,0,0,0,0,0,0,1.05277810755256,1.07204098162903,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.07204098162903,0
economy,0.038,0.44122572466905,0,0,0,0,16.0453064022148,1,0,0
environment,0.019,0,0,0,0,0,0,1.05275304431031,1.07208083740168,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07208083740168,0
economy,0.036,0.4412421283257,0,0,0,0,16.0894306150474,1,0,0
environment,0.022,0,0,0,0,0,0,1.05272801210698,1.072120643816,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.072120643816,0
economy,0.04,0.44125851166766,0,0,0,0,16.1335564662142,1,0,0
environment,0.02,0,0,0,0,0,0,1.05270301097001,1.07216040082833,0
sandbox,0.903,0.44125851166766,0.57859773392568,259,1.07204098162903,-0.00017361111111,0,0,0,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07216040082833,0
economy,0.041,0.44127115189782,0,0,0,0,16.1776835814039,1,0,0
environment,0.02,0,0,0,0,0,0,1.05267804092683,1.07220010839508,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07220010839508,0
economy,0.036,0.44128749441868,0,0,0,0,16.2218123308458,1,0,0
environment,0.02,0,0,0,0,0,0,1.05265310200481,1.07223976647269,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07223976647269,0
economy,0.036,0.4413038165712,0,0,0,0,16.2659427125029,1,0,0
environment,0.019,0,0,0,0,0,0,1.0526281942313,1.07227937501769,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07227937501769,0
economy,0.039,0.44132011833748,0,0,0,0,16.3100747243367,1,0,0
environment,0.019,0,0,0,0,0,0,1.05260331763362,1.07231893398662,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07231893398662,0
economy,0.037,0.44133639969965,0,0,0,0,16.3542083643066,1,0,0
environment,0.018,0,0,0,0,0,0,1.05257847223905,1.07235844333612,0
sandbox,0.928,0.44133639969965,0.57877134503679,259,1.07227937501769,0.00017361111111,0,0,0,0
automation,0.002,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07235844333612,0
economy,0.039,0.44135638410667,0,0,0,0,16.3983440027173,1,0,0
environment,0.026,0,0,0,0,0,0,1.05255365807484,1.07239790302286,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07239790302286,0
economy,0.039,0.44137262474409,0,0,0,0,16.4424812651917,1,0,0
environment,0.019,0,0,0,0,0,0,1.05252887516819,1.07243731300356,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07243731300356,0
economy,0.053,0.44138884492372,0,0,0,0,16.4866201496841,1,0,0
environment,0.021,0,0,0,0,0,0,1.05250412354628,1.072476673235,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.072476673235,0
economy,0.049,0.44140504462778,0,0,0,0,16.5307606541469,1,0,0
environment,0.027,0,0,0,0,0,0,1.05247940323626,1.07251598367403,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.07251598367403,0
economy,0.039,0.4414212238385,0,0,0,0,16.5749027765307,1,0,0
environment,0.019,0,0,0,0,0,0,1.05245471426524,1.07255524427753,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07255524427753,0
economy,0.04,2.64862429522888,0,0,0,0,16.8397652060536,0.97624600882001,0,0
environment,0.019,0,0,0,0,0,0,1.05243005666028,1.07259445500245,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07259445500245,0
economy,0.037,2.64872112425396,0,0,0,0,17.104637318479,0.95249146110276,0,0
environment,0.019,0,0,0,0,0,0,1.05240543044844,1.07263361580578,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07263361580578,0
economy,0.039,2.64881783000007,0,0,0,0,17.369519101479,0.9287363575308,0,0
environment,0.019,0,0,0,0,0,0,1.05238083565671,1.0726727266446,0
sandbox,0.93,2.64881783000007,0.57877134503679,259,1.07263361580578,0,0,0,0,0
automation,0.002,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.0726727266446,0
economy,0.04,2.64891441236116,0,0,0,0,17.6344105427151,0.90498069878735,0,0
environment,0.02,0,0,0,0,0,0,1.05235627231206,1.072711787476,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.072711787476,0
economy,0.036,2.64901087123131,0,0,0,0,17.8993116298383,0.88122448555638,0,0
environment,0.022,0,0,0,0,0,0,1.05233174044145,1.07275079825715,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07275079825715,0
economy,0.039,2.64910720650474,0,0,0,0,18.1642223504887,0.85746771852252,0,0
environment,0.019,0,0,0,0,0,0,1.05230724007175,1.07278975894527,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07278975894527,0
economy,0.036,2.64920341807581,0,0,0,0,18.4291426922963,0.83371039837114,0,0
environment,0.019,0,0,0,0,0,0,1.05228277122985,1.07282866949763,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07282866949763,0
economy,0.037,2.64929950583902,0,0,0,0,18.6940726428802,0.8099525257883,0,0
environment,0.02,0,0,0,0,0,0,1.05225833394258,1.07286752987157,0
sandbox,0.901,2.64929950583902,0.57963940059234,259,1.07275079825715,0.00086805555556,0,0,0,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07286752987157,0
economy,0.041,2.64950722672334,0,0,0,0,18.9590233655526,0.78619410146076,0,0
environment,0.02,0,0,0,0,0,0,1.05223392823673,1.07290634002447,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07290634002447,0
economy,0.037,2.64960307059755,0,0,0,0,19.2239836726123,0.76243512607598,0,0
environment,0.019,0,0,0,0,0,0,1.05220955413907,1.07294509991377,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07294509991377,0
economy,0.036,2.64969879034295,0,0,0,0,19.4889535516466,0.73867560032215,0,0
environment,0.018,0,0,0,0,0,0,1.05218521167633,1.07298380949697,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.07298380949697,0
economy,0.037,2.64979438585457,0,0,0,0,19.7539329902321,0.71491552488812,0,0
environment,0.019,0,0,0,0,0,0,1.0521609008752,1.0730224687316,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.0730224687316,0
economy,0.04,2.64988985702757,0,0,0,0,20.0189219759348,0.69115490046346,0,0
environment,0.019,0,0,0,0,0,0,1.05213662176235,1.07306107757529,0
sandbox,0.916,2.64988985702757,0.57946578948123,259,1.07298380949697,-0.00017361111111,0,0,0,0
automation,0.002,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07306107757529,0
economy,0.051,2.64996284831816,0,0,0,0,20.2839182607666,0.66739372773846,0,0
environment,0.02,0,0,0,0,0,0,1.05211237436439,1.07309963598569,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07309963598569,0
economy,0.04,2.65005806969668,0,0,0,0,20.5489240677363,0.64363200740407,0,0
environment,0.019,0,0,0,0,0,0,1.05208815870792,1.07313814392052,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07313814392052,0
economy,0.037,2.65015316642397,0,0,0,0,20.8139393843787,0.61986974015195,0,0
environment,0.026,0,0,0,0,0,0,1.05206397481949,1.07317660133755,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07317660133755,0
economy,0.038,2.65024813839574,0,0,0,0,21.0789641982183,0.59610692667448,0,0
environment,0.019,0,0,0,0,0,0,1.05203982272563,1.0732150081946,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.0732150081946,0
economy,0.039,2.65034298550783,0,0,0,0,21.3439984967691,0.57234356766472,0,0
environment,0.019,0,0,0,0,0,0,1.05201570245281,1.07325336444956,0
sandbox,0.916,2.65034298550783,0.57946578948123,259,1.0732150081946,0,0,0,0,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07325336444956,0
economy,0.041,2.65043770765624,0,0,0,0,21.6090422675347,0.54857966381641,0,0
environment,0.02,0,0,0,0,0,0,1.0519916140275,1.07329167006036,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07329167006036,0
economy,0.038,2.65053230473709,0,0,0,0,21.8740954980084,0.52481521582401,0,0
environment,0.02,0,0,0,0,0,0,1.0519675574761,1.073329924985,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.073329924985,0
economy,0.039,0.44177112944111,0,0,0,0,21.9182726109525,0.54164669674362,0,0
environment,0.019,0,0,0,0,0,0,1.051943532825,1.07336812918153,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07336812918153,0
economy,0.038,0.44178685388022,0,0,0,0,21.9624512963405,0.55847779326882,0,0
environment,0.018,0,0,0,0,0,0,1.05191954010054,1.07340628260805,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07340628260805,0
economy,0.036,0.44180255742293,0,0,0,0,22.0066315520828,0.57530850591043,0,0
environment,0.025,0,0,0,0,0,0,1.05189557932903,1.07344438522272,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.07344438522272,0
economy,0.039,0.44181824005203,0,0,0,0,22.050813376088,0.5921388351797,0,0
environment,0.018,0,0,0,0,0,0,1.05187165053676,1.07348243698376,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07348243698376,0
economy,0.036,0.44183390175032,0,0,0,0,22.0949967662631,0.60896878158829,0,0
environment,0.019,0,0,0,0,0,0,1.05184775374995,1.07352043784944,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07352043784944,0
economy,0.036,0.44184954250063,0,0,0,0,22.1391817205131,0.62579834564828,0,0
environment,0.018,0,0,0,0,0,0,1.05182388899483,1.07355838777808,0
automation,0,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.07355838777808,0
economy,0.042,0.44186516228579,0,0,0,0,22.1833682367417,0.6426275278722,0,0
environment,0.019,0,0,0,0,0,0,1.05180005629755,1.07359628672807,0
sandbox,0.886,0.44186516228579,0.57981301170345,259,1.07355838777808,0.00034722222222,0,0,0,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07359628672807,0
economy,0.039,0.44188821661846,0,0,0,0,22.2275570584035,0.65945632877296,0,0
environment,0.021,0,0,0,0,0,0,1.05177625568425,1.07363413465785,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07363413465785,0
economy,0.037,0.44190379468481,0,0,0,0,22.271747437872,0.67628474886391,0,0
environment,0.019,0,0,0,0,0,0,1.05175248718103,1.07367193152592,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.07367193152592,0
economy,0.038,0.44191935173436,0,0,0,0,22.3159393730455,0.69311278865881,0,0
environment,0.019,0,0,0,0,0,0,1.05172875081397,1.07370967729082,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07370967729082,0
economy,0.036,0.44193488775003,0,0,0,0,22.3601328618205,0.70994044867183,0,0
environment,0.018,0,0,0,0,0,0,1.05170504660908,1.07374737191116,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07374737191116,0
economy,0.036,0.44195040271479,0,0,0,0,22.4043279020919,0.72676772941758,0,0
environment,0.019,0,0,0,0,0,0,1.05168137459236,1.0737850153456,0
sandbox,0.93,0.44195040271479,0.57981301170345,259,1.07367193152592,0,0,0,0,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.0737850153456,0
economy,0.041,0.44196589661163,0,0,0,0,22.4485244917531,0.74359463141105,0,0
environment,0.02,0,0,0,0,0,0,1.05165773478978,1.07382260755288,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07382260755288,0
economy,0.037,0.44198136942356,0,0,0,0,22.4927226286955,0.76042115516769,0,0
environment,0.028,0,0,0,0,0,0,1.05163412722725,1.07386014849175,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07386014849175,0
economy,0.037,0.44199682113361,0,0,0,0,22.5369223108088,0.77724730120333,0,0
environment,0.019,0,0,0,0,0,0,1.05161055193067,1.07389763812105,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07389763812105,0
economy,0.039,0.44201225172482,0,0,0,0,22.5811235359813,0.79407307003422,0,0
environment,0.018,0,0,0,0,0,0,1.05158700892588,1.07393507639967,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07393507639967,0
economy,0.036,0.44202766118029,0,0,0,0,22.6253263020993,0.81089846217703,0,0
environment,0.019,0,0,0,0,0,0,1.05156349823871,1.07397246328656,0
sandbox,1.015,0.44202766118029,0.58016023392568,259,1.07389763812105,0.00034722222222,0,0,0,0
automation,0.003,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07397246328656,0
economy,0.088,0.44205050762523,0,0,0,0,22.6695313528619,0.82772347814885,0,0
environment,0.045,0,0,0,0,0,0,1.05154001989493,1.07400979874071,0
automation,0.002,0,0,0,0,0,0,0,1,0
power,0.005,0,0,0,0,0,0,0,1.07400979874071,0
economy,0.069,0.4420658750178,0,0,0,0,22.7137379403636,0.84454811846717,0,0
environment,0.04,0,0,0,0,0,0,1.0515165739203,1.07404708272118,0
automation,0.003,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07404708272118,0
economy,0.068,0.44208122122365,0,0,0,0,22.757946062486,0.86137238364989,0,0
environment,0.034,0,0,0,0,0,0,1.05149316034053,1.07408431518709,0
automation,0.002,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07408431518709,0
economy,0.06,0.44209654622593,0,0,0,0,22.8021557171086,0.87819627421534,0,0
environment,0.032,0,0,0,0,0,0,1.05146977918129,1.07412149609761,0
automation,0.002,0,0,0,0,0,0,0,1,0
power,0.004,0,0,0,0,0,0,0,1.07412149609761,0
economy,0.065,0.44211185000786,0,0,0,0,22.8463669021094,0.89501979068224,0,0
environment,0.031,0,0,0,0,0,0,1.05144643046822,1.07415862541196,0
sandbox,1.03,0.44211185000786,0.5805074561479,259,1.07412149609761,0.00034722222222,0,0,0,0
automation,0.002,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07415862541196,0
economy,0.05,0.44213459198753,0,0,0,0,22.8905803613081,0.91184293356973,0,0
environment,0.026,0,0,0,0,0,0,1.05142311422692,1.07419570308942,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07419570308942,0
economy,0.037,0.44214985353588,0,0,0,0,22.9347953466617,0.92866570339736,0,0
environment,0.019,0,0,0,0,0,0,1.05139983048297,1.07423272908933,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07423272908933,0
economy,0.039,0.44216509381322,0,0,0,0,22.979011856043,0.94548810068509,0,0
environment,0.02,0,0,0,0,0,0,1.05137657926191,1.0742697033711,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.0742697033711,0
economy,0.036,0.44218031280286,0,0,0,0,23.0232298873233,0.96231012595328,0,0
environment,0.019,0,0,0,0,0,0,1.05135336058921,1.07430662589418,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07430662589418,0
economy,0.036,0.44219551048808,0,0,0,0,23.0674494383721,0.97913177972271,0,0
environment,0.022,0,0,0,0,0,0,1.05133017449036,1.07434349661806,0
sandbox,1.009,0.44219551048808,0.57981301170345,259,1.07423272908933,-0.00069444444444,0,0,0,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.004,0,0,0,0,0,0,0,1.07434349661806,0
economy,0.05,0.44219576541479,0,0,0,0,23.1116690149136,0.99595306251456,0,0
environment,0.044,0,0,0,0,0,0,1.05130702099078,1.07438031550233,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07438031550233,0
economy,0.061,0.44221091992986,0,0,0,0,23.1558901069066,1,0,0
environment,0.02,0,0,0,0,0,0,1.05128390011585,1.07441708250661,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07441708250661,0
economy,0.036,0.44222605309132,0,0,0,0,23.2001127122157,1,0,0
environment,0.019,0,0,0,0,0,0,1.05126081189093,1.07445379759057,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07445379759057,0
economy,0.038,0.44224116488257,0,0,0,0,23.244336828704,1,0,0
environment,0.019,0,0,0,0,0,0,1.05123775634134,1.07449046071395,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07449046071395,0
economy,0.035,0.44225625528704,0,0,0,0,23.2885624542327,1,0,0
environment,0.018,0,0,0,0,0,0,1.05121473349236,1.07452707183655,0
sandbox,0.859,0.44225625528704,0.57998662281456,259,1.07445379759057,0.00017361111111,0,0,0,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07452707183655,0
economy,0.037,0.44227505528497,0,0,0,0,23.3327899597612,1,0,0
environment,0.018,0,0,0,0,0,0,1.05119174336925,1.07456363091822,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.07456363091822,0
economy,0.036,0.4422901029932,0,0,0,0,23.3770189700605,1,0,0
environment,0.018,0,0,0,0,0,0,1.05116878599721,1.07460013791886,0
automation,0,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07460013791886,0
economy,0.034,0.4423051292649,0,0,0,0,23.421249482987,1,0,0
environment,0.017,0,0,0,0,0,0,1.05114586140141,1.07463659279845,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07463659279845,0
economy,0.034,0.44232013408358,0,0,0,0,23.4654814963953,1,0,0
environment,0.017,0,0,0,0,0,0,1.05112296960701,1.074672995517,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.074672995517,0
economy,0.036,0.4423351174328,0,0,0,0,23.5097150081386,1,0,0
environment,0.018,0,0,0,0,0,0,1.05110011063909,1.0747093460346,0
sandbox,0.885,0.4423351174328,0.58033384503679,259,1.074672995517,0.00034722222222,0,0,0,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.0747093460346,0
economy,0.038,0.44235754255546,0,0,0,0,23.5539507623942,1,0,0
environment,0.019,0,0,0,0,0,0,1.05107728452273,1.07474564431138,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07474564431138,0
economy,0.034,0.44237248316855,0,0,0,0,23.598188010711,1,0,0
environment,0.018,0,0,0,0,0,0,1.05105449128297,1.07478189030754,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.002,0,0,0,0,0,0,0,1.07478189030754,0
economy,0.038,0.44238740226258,0,0,0,0,23.6424267509373,1,0,0
environment,0.019,0,0,0,0,0,0,1.05103173094479,1.07481808398333,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.001,0,0,0,0,0,0,0,1.07481808398333,0
economy,0.034,0.44240229982119,0,0,0,0,23.6866669809194,1,0,0
environment,0.018,0,0,0,0,0,0,1.05100900353315,1.07485422529905,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07485422529905,0
economy,0.034,0.44241717582806,0,0,0,0,23.7309086985022,1,0,0
environment,0.018,0,0,0,0,0,0,1.05098630907299,1.07489031421508,0
sandbox,0.933,0.44241717582806,0.5789449561479,259,1.07478189030754,-0.00138888888889,0,0,0,0
automation,0.002,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07489031421508,0
economy,0.043,0.44240217220257,0,0,0,0,23.7751489157225,1,0,0
environment,0.021,0,0,0,0,0,0,1.05096364758918,1.07492635069184,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07492635069184,0
economy,0.037,0.44241700405601,0,0,0,0,23.8193906161281,1,0,0
environment,0.019,0,0,0,0,0,0,1.05094101910658,1.07496233468981,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0,0,0,0,0,0,0,0,1.07496233468981,0
economy,0.037,0.44243181431028,0,0,0,0,23.8636337975591,1,0,0
environment,0.023,0,0,0,0,0,0,1.05091842365,1.07499826616953,0
automation,0.001,0,0,0,0,0,0,0,1,0
power,0.003,0,0,0,0,0,0,0,1.07499826616953,0
economy,0.043,0.44244660294914,0,0,0,0,23.907878457854,1,0,0
environment,0.021,0,0,0,0,0,0,1.05089586124422,1.07503414509159,0
